pid	cui	drugterm	source
6460	C0648444    	bornyl acetate	RXNorm
6461	C0056270    	brilliant blue g	RXNorm
6462	C3256113    	brown iron oxide	RXNorm
6463	C0054275    	butyl chloride	RXNorm
6464	C3256344    	butylphenyl methylpropional	RXNorm
6465	C0622779    	butyl stearate	RXNorm
6466	C0527076    	cadmium iodide	RXNorm
6467	C0054416    	cadmium sulfate	RXNorm
6468	C0164321    	calcium arsenate	RXNorm
6469	C1611088    	calcium carbimide	RXNorm
6470	C0248347    	calcium citrate malate	RXNorm
6471	C0991800    	calcium creosotate	RXNorm
6472	C0006700    	calcium glycerophosphate	RXNorm
6473	C0911837    	calcium peroxide	RXNorm
6474	C3256669    	camellia japonica seed oil	RXNorm
6475	C0717551    	candida albicans extract	RXNorm
6476	C3256295    	caprylhydroxamic acid	RXNorm
6477	C3715099    	carbonate ion	RXNorm
6478	C0993602    	cardamom extract	RXNorm
6479	C1318649    	carglumic acid	RXNorm
6480	C3256348    	carica papaya leaf extract	RXNorm
6481	C0304100    	cedar leaf oil	RXNorm
6482	C2001525    	ceftaroline fosamil	RXNorm
6483	C1695071    	ceramide 1	RXNorm
6484	C0055086    	ceramide 3	RXNorm
6485	C0982068    	cerium oxalate	RXNorm
6486	C2717318    	cetearyl glucoside	RXNorm
6487	C3255653    	cetyl myristate	RXNorm
6488	C0055458    	chlorous acid	RXNorm
6489	C0055565    	cholesteryl sulfate	RXNorm
6490	C2586675    	choline fenofibrate	RXNorm
6491	C0719064    	choline magnesium trisalicyclate	RXNorm
6492	C0008466    	chondroitin sulfates	RXNorm
6493	C0055617    	chromic chloride	RXNorm
6494	C0055762    	cinnamyl alcohol	RXNorm
6495	C0110806    	costus root oil	RXNorm
6496	C0795597    	cytarabine liposome	RXNorm
6497	C0301185    	dibutyl adipate	RXNorm
6498	C0058215    	dimethyl disulfide	RXNorm
6499	C3256226    	dioscorea japonica root extract	RXNorm
6500	C1170000    	drotrecogin alfa	RXNorm
6501	C0752270    	echinacea preparation	RXNorm
6502	C1508746    	egg extract	RXNorm
6503	C3496088    	eggplant extract	RXNorm
6504	C3817397    	elosulfase alfa	RXNorm
6505	C0728888    	enterobacter aerogenes	RXNorm
6506	C0357131    	epoetin beta	RXNorm
6507	C0872893    	estrogenic substances	RXNorm
6508	C4475455    	ethyl benzoate	RXNorm
6509	C3268187    	ethylhexyl oleate	RXNorm
6510	C3255770    	ethylhexyl stearate	RXNorm
6511	C0059780    	ethyl palmitate	RXNorm
6512	C0208225    	ethyl pyruvate	RXNorm
6513	C0116832    	ethyl salicylate	RXNorm
6514	C0624698    	ethyl vanillin	RXNorm
6515	C0015833    	fennel extract	RXNorm
6516	C0060275    	ferrous chloride	RXNorm
6517	C0771447    	ferrous oxalate	RXNorm
6518	C0359177    	ferrous phosphate	RXNorm
6519	C0376266    	feverfew extract	RXNorm
6520	C0995001    	flaxseed extract	RXNorm
6521	C3256678    	frankincense extract	RXNorm
6522	C0060937    	gadolinium oxide	RXNorm
6523	C0885057    	garlic preparation	RXNorm
6524	C1533699    	gemtuzumab ozogamicin	RXNorm
6525	C2348752    	geranium extract	RXNorm
6526	C0872895    	ginkgo biloba leaf extract	RXNorm
6527	C0061751    	glycyrrhizic acid	RXNorm
6528	C0939803    	goldenseal extract	RXNorm
6529	C1095916    	gotu kola extract	RXNorm
6530	C0815310    	heavy mineral oil	RXNorm
6531	C0304138    	hops oil	RXNorm
6532	C0042338    	human herpesvirus 3	RXNorm
6533	C0063088    	hydrogen sulfite	RXNorm
6534	C0063090    	hydroiodic acid	RXNorm
6535	C3256047    	hydroxymethyl cellulose	RXNorm
6536	C3486712    	hypericum oil	RXNorm
6537	C1576812    	hypromellose 2910	RXNorm
6538	C0293359    	insulin lispro	RXNorm
6539	C3474400    	isoamyl butyrate	RXNorm
6540	C2725366    	isononyl isononanoate	RXNorm
6541	C0064058    	isopropyl palmitate	RXNorm
6542	C3472779    	isopropyl titanium triisostearate	RXNorm
6543	C0022516    	karaya gum	RXNorm
6544	C0317597    	lactobacillus casei rhamnosus	RXNorm
6545	C0317592    	lactobacillus helveticus	RXNorm
6546	C3496086    	lamb preparation	RXNorm
6547	C3535846    	laureth sulfosuccinate	RXNorm
6548	C3255845    	lemon balm oil	RXNorm
6549	C3885876    	linalool oxide	RXNorm
6550	C3555500    	lingonberry seed oil	RXNorm
6551	C3486754    	ling preparation	RXNorm
6552	C1966347    	lithium aspartate	RXNorm
6553	C0065094    	lithium sulfate	RXNorm
6554	C0982266    	magnesium acetate	RXNorm
6555	C0024469    	magnesium ascorbate	RXNorm
6556	C0065520    	magnesium fluoride	RXNorm
6557	C0717900    	magnesium lactate	RXNorm
6558	C0065525    	magnesium nitrate	RXNorm
6559	C0536004    	magnesium orotate	RXNorm
6560	C0772046    	magnesium sulfate heptahydrate	RXNorm
6561	C3255948    	magnolia officinalis bark extract	RXNorm
6562	C0065642    	manganese chloride	RXNorm
6563	C0065649    	manganese sulfate	RXNorm
6564	C3256169    	menthyl lactate	RXNorm
6565	C0055749    	mercuric sulfide	RXNorm
6566	C3256320    	methacrylic acid copolymer	RXNorm
6567	C0066275    	methyl palmitate	RXNorm
6568	C0212021    	milbemycin oxime	RXNorm
6569	C3848524    	monomethyl fumarate	RXNorm
6570	C0315276    	morganella morganii	RXNorm
6571	C0207011    	myrrh extract	RXNorm
6572	C3256789    	nelumbo nucifera seed extract	RXNorm
6573	C1623336    	neodymium oxide	RXNorm
6574	C1089375    	nereocystis luetkeana	RXNorm
6575	C0068689    	nickel sulfate	RXNorm
6576	C0028067    	niflumic acid	RXNorm
6577	C4283130    	nigella sativa seed extract	RXNorm
6578	C1802750    	oil of garlic	RXNorm
6579	C0304147    	oil of patchouli	RXNorm
6580	C0643520    	oleyl oleate	RXNorm
6581	C0062941    	omacetaxine mepesuccinate	RXNorm
6582	C0030031    	oxolinic acid	RXNorm
6583	C1509666    	palmitoyl oligopeptide	RXNorm
6584	C1110619    	papaya preparation	RXNorm
6585	C3818688    	papaya seed extract	RXNorm
6586	C3890379    	pawpaw extract	RXNorm
6587	C0164674    	pegademase bovine	RXNorm
6588	C0070247    	pennyroyal oil	RXNorm
6589	C3205024    	pentaclethra macroloba seed oil	RXNorm
6590	C0762868    	pentadecanoic acid	RXNorm
6591	C3473399    	pentaerythrityl tetrastearate	RXNorm
6592	C0600296    	pentosan polysulfate	RXNorm
6593	C0851287    	phosphorus 32	RXNorm
6594	C0071166    	pivalic acid	RXNorm
6595	C0282327    	plantago seed	RXNorm
6596	C1259855    	platinic chloride	RXNorm
6597	C3256436    	plum seed oil	RXNorm
6598	C0982313    	polyethylene glycol 200	RXNorm
6599	C0032479    	polyethylene glycol 4000	RXNorm
6600	C0032483    	polyethylene glycols	RXNorm
6601	C0982353    	potassium lactate	RXNorm
6602	C0770985    	potassium sodium tartrate	RXNorm
6603	C3488117    	propolis wax	RXNorm
6604	C0991869    	propylene glycol diacetate	RXNorm
6605	C0347993    	pyrethrum extract	RXNorm
6606	C3486675    	red pepper extract	RXNorm
6607	C0633267    	retinyl propionate	RXNorm
6608	C3256183    	rice germ oil	RXNorm
6609	C0073371    	rifamycin sv	RXNorm
6610	C3256271    	rosa moschata oil	RXNorm
6611	C0073970    	salicyl alcohol	RXNorm
6612	C3541343    	salmon preparation	RXNorm
6613	C1706570    	sandalwood extract	RXNorm
6614	C0874066    	sangre de grado	RXNorm
6615	C1509794    	saw palmetto fruit extract	RXNorm
6616	C3256092    	scutellaria baicalensis root extract	RXNorm
6617	C4080608    	sea cucumber extract	RXNorm
6618	C1576662    	senna leaf extract	RXNorm
6619	C3489575    	sennosides usp	RXNorm
6620	C0873139    	siberian ginseng root extract	RXNorm
6621	C0074746    	sodium metasilicate	RXNorm
6622	C0772024    	sodium phosphate dibasic	RXNorm
6623	C0770578    	sodium phosphate monobasic	RXNorm
6624	C2699491    	sophora flavescens root extract	RXNorm
6625	C0873093    	soy germ	RXNorm
6626	C0318114    	staphylococcus haemolyticus	RXNorm
6627	C3535853    	starch glycolate	RXNorm
6628	C0947613    	starch rice	RXNorm
6629	C4019045    	star fruit extract	RXNorm
6630	C0318150    	streptococcus uberis	RXNorm
6631	C0303540    	strontium bromide	RXNorm
6632	C0075333    	strontium chloride	RXNorm
6633	C0536786    	strontium nitrate	RXNorm
6634	C3696416    	sucroferric oxyhydroxide	RXNorm
6635	C0075474    	sucrose acetate isobutyrate	RXNorm
6636	C3536965    	sulfate ion	RXNorm
6637	C0770684    	sulfurated lime	RXNorm
6638	C3255979    	sweet marjoram oil	RXNorm
6639	C0303611    	technetium 99m	RXNorm
6640	C4317559    	telotristat ethyl	RXNorm
6641	C0076141    	tert-butyl alcohol	RXNorm
6642	C4048265    	tetanus immune globulin	RXNorm
6643	C0039617    	tetanus toxin	RXNorm
6644	C2983862    	tetrahexyldecyl ascorbate	RXNorm
6645	C1099675    	thiosalicylic acid	RXNorm
6646	C2348785    	thymus oil	RXNorm
6647	C2587204    	thyrotropin alfa	RXNorm
6648	C0040162    	thyrotropin-releasing hormone	RXNorm
6649	C0074758    	tribasic sodium phosphate	RXNorm
6650	C0795671    	trisodium citrate	RXNorm
6651	C0521891    	tylosin phosphate	RXNorm
6652	C0281351    	uridine triacetate	RXNorm
6653	C0068263    	valeric acid	RXNorm
6654	C0078023    	vanadyl sulfate	RXNorm
6655	C0042395    	vasoactive intestinal peptide	RXNorm
6656	C0025270    	vitamin k 3	RXNorm
6657	C2937575    	wasabi preparation	RXNorm
6658	C1714033    	wheat dextrin	RXNorm
6659	C3496181    	white rice extract	RXNorm
6660	C3257535    	wine grape extract	RXNorm
6661	C3651729    	wine grape juice	RXNorm
6662	C0616314    	yellow ob	RXNorm
6663	C3256879    	yucca schidigera extract	RXNorm
6664	C0771387    	zinc aspartate	RXNorm
6665	C0078772    	zinc carbonate	RXNorm
6666	C0078784    	zinc iodide	RXNorm
6667	C0770750    	zinc peroxide	RXNorm
6668	C0050409    	acemetacin	RXNorm
6669	C0000956    	acenocoumarol	RXNorm
6670	C0731347    	acthib	RXNorm
6671	C3848682    	acticlate	RXNorm
6672	C1564677    	actidose	RXNorm
6673	C1601796    	acuflex	RXNorm
6674	C0591039    	adcortyl	RXNorm
6675	C0718265    	adgan	RXNorm
6676	C0718284    	aerobid	RXNorm
6677	C1564411    	aftate	RXNorm
6678	C2917835    	agri-mectin	RXNorm
6679	C0718300    	agrylin	RXNorm
6680	C0591047    	airomir	RXNorm
6681	C4256997    	akovaz	RXNorm
6682	C0718315    	albalon	RXNorm
6683	C0771150    	alcloxa	RXNorm
6684	C0058133    	aldioxa	RXNorm
6685	C0041031    	alimemazine	RXNorm
6686	C3643618    	allercaine	RXNorm
6687	C2979357    	allerest	RXNorm
6688	C4257002    	aller-flo	RXNorm
6689	C0939675    	allfen	RXNorm
6690	C0002132    	allobarbital	RXNorm
6691	C0087161    	all-trans-retinol	RXNorm
6692	C0002158    	allylestrenol	RXNorm
6693	C0002164    	almitrine	RXNorm
6694	C0914729    	almotriptan	RXNorm
6695	C0291772    	alosetron	RXNorm
6696	C2698060    	alpha-d-glucopyranose	RXNorm
6697	C3555502    	alpha-tocopherylquinone	RXNorm
6698	C1658733    	altalube	RXNorm
6699	C1170046    	altocor	RXNorm
6700	C0733816    	alupent	RXNorm
6701	C0002412    	ambenonium	RXNorm
6702	C1170049    	amevive	RXNorm
6703	C0002586    	aminopyrine	RXNorm
6704	C0103040    	aminosyn	RXNorm
6705	C0103049    	amlexanox	RXNorm
6706	C1652089    	ammonul	RXNorm
6707	C0051734    	amopen	RXNorm
6708	C1256679    	amoxidin	RXNorm
6709	C0700958    	amphocil	RXNorm
6710	C0718500    	ana-guard	RXNorm
6711	C2938480    	ana-lex	RXNorm
6712	C0733923    	ancobon	RXNorm
6713	C3154852    	andro-cyp	RXNorm
6714	C2724940    	anipryl	RXNorm
6715	C0078956    	anistreplase	RXNorm
6716	C1617066    	antepar	RXNorm
6717	C0591097    	antepsin	RXNorm
6718	C0003166    	anthralin	RXNorm
6719	C1170057    	antiflex	RXNorm
6720	C0718576    	antihist	RXNorm
6721	C2917601    	antinaus	RXNorm
6722	C0718599    	anusert	RXNorm
6723	C0718607    	anzemet	RXNorm
6724	C2946448    	aogel	RXNorm
6725	C1097532    	aphthasol	RXNorm
6726	C1948490    	appearex	RXNorm
6727	C0591102    	aprinox	RXNorm
6728	C0718618    	aprodine	RXNorm
6729	C1587957    	aralast	RXNorm
6730	C0700987    	aramine	RXNorm
6731	C0718645    	arcet	RXNorm
6732	C1099665    	arixtra	RXNorm
6733	C0214362    	aromadendrin	RXNorm
6734	C2948897    	arthriten	RXNorm
6735	C0052479    	ascriptin	RXNorm
6736	C1704094    	asmanex	RXNorm
6737	C2726988    	astramorph	RXNorm
6738	C0731349    	atg-fresenius	RXNorm
6739	C0052759    	azatadine	RXNorm
6740	C1291212    	azelate	RXNorm
6741	C0052865    	bacampicillin	RXNorm
6742	C2946738    	bactex	RXNorm
6743	C0718817    	banflex	RXNorm
6744	C1568876    	baraclude	RXNorm
6745	C4490168    	baxdela	RXNorm
6746	C0699071    	beclovent	RXNorm
6747	C2961279    	bedside-care	RXNorm
6748	C0875971    	beelith	RXNorm
6749	C3535921    	behenate	RXNorm
6750	C3535901    	behentrimonium	RXNorm
6751	C0004975    	bendroflumethiazide	RXNorm
6752	C1170091    	benefix	RXNorm
6753	C1262817    	benoxyl	RXNorm
6754	C0005014    	benserazide	RXNorm
6755	C3160335    	benzodent	RXNorm
6756	C2937554    	benzo-jel	RXNorm
6757	C2723110    	bepreve	RXNorm
6758	C1589437    	berdoz	RXNorm
6759	C0718933    	bethaprim	RXNorm
6760	C0591178    	betnelan	RXNorm
6761	C0005330    	bezafibrate	RXNorm
6762	C0718938    	bicitra	RXNorm
6763	C0106291    	bifemelane	RXNorm
6764	C3268148    	binosto	RXNorm
6765	C0701424    	biolon	RXNorm
6766	C1658371    	bionect	RXNorm
6767	C3530456    	bivigam	RXNorm
6768	C0718966    	blephamide	RXNorm
6769	C0718968    	blis-to-sol	RXNorm
6770	C3267761    	b-natal	RXNorm
6771	C0733444    	brevital	RXNorm
6772	C0718988    	bromaline	RXNorm
6773	C0054138    	bromperidol	RXNorm
6774	C0164386    	buclizine	RXNorm
6775	C0054236    	butamirate	RXNorm
6776	C2827093    	butylscopolamine	RXNorm
6777	C0068978    	cafedrine	RXNorm
6778	C0719084    	calcarb	RXNorm
6779	C3254909    	calcid	RXNorm
6780	C0065767    	calcipotriene	RXNorm
6781	C2702462    	caldolor	RXNorm
6782	C0763530    	calfactant	RXNorm
6783	C0054560    	campesterol	RXNorm
6784	C2342725    	capzasin-hp	RXNorm
6785	C2353303    	carbaglu	RXNorm
6786	C0006972    	carbazochrome	RXNorm
6787	C0719154    	carbodec	RXNorm
6788	C0007080    	carbutamide	RXNorm
6789	C4522441    	carospir	RXNorm
6790	C0007299    	carteolol	RXNorm
6791	C0719181    	cartrol	RXNorm
6792	C0205705    	casanthranol	RXNorm
6793	C3692587    	cebatrol	RXNorm
6794	C0656193    	cedrol	RXNorm
6795	C0701023    	cefizox	RXNorm
6796	C0733366    	cefobid	RXNorm
6797	C0007552    	cefoperazone	RXNorm
6798	C0062986    	cefpirome	RXNorm
6799	C0055014    	ceftibuten	RXNorm
6800	C0007560    	ceftizoxime	RXNorm
6801	C0875984    	cenestin	RXNorm
6802	C1711720    	ceo-two	RXNorm
6803	C0007727    	cephaloridine	RXNorm
6804	C0007735    	cephalothin	RXNorm
6805	C1949898    	ceprotin	RXNorm
6806	C2920158    	ceraxon	RXNorm
6807	C0055126    	cerumenex	RXNorm
6808	C0308635    	cestex	RXNorm
6809	C2718720    	cetraxal	RXNorm
6810	C0055151    	cetrimonium	RXNorm
6811	C4257001    	cetylev	RXNorm
6812	C0093437    	cevimeline	RXNorm
6813	C3163207    	chigarid	RXNorm
6814	C0719272    	chiggerex	RXNorm
6815	C0875986    	chirocaine	RXNorm
6816	C0008183    	chlorcyclizine	RXNorm
6817	C0008223    	chlormezanone	RXNorm
6818	C0055402    	chlorocresol	RXNorm
6819	C0055443    	chloroprocaine	RXNorm
6820	C0008290    	chlorprothixene	RXNorm
6821	C0719324    	cholac	RXNorm
6822	C1154253    	cholestin	RXNorm
6823	C0594023    	choragon	RXNorm
6824	C0008721    	chrysarobin	RXNorm
6825	C0907850    	ciclesonide	RXNorm
6826	C0055723    	cilazapril	RXNorm
6827	C1170165    	cinalog	RXNorm
6828	C0012050    	cinchocaine	RXNorm
6829	C1601917    	ciproflaxacin	RXNorm
6830	C1096766    	cisatracurium	RXNorm
6831	C0591261    	citanest	RXNorm
6832	C1742018    	clairte	RXNorm
6833	C1948883    	clarifoam	RXNorm
6834	C2724955    	clearlax	RXNorm
6835	C1588776    	clenia	RXNorm
6836	C2356540    	cleviprex	RXNorm
6837	C1097603    	clindets	RXNorm
6838	C0719377    	clindex	RXNorm
6839	C0730815    	clinicide	RXNorm
6840	C1616790    	clinimix	RXNorm
6841	C0591267    	clinoril	RXNorm
6842	C2741106    	clinsol	RXNorm
6843	C0055899    	clocortolone	RXNorm
6844	C0009073    	clotiazepam	RXNorm
6845	C2683566    	cnl8	RXNorm
6846	C0056039    	cobamamide	RXNorm
6847	C3872015    	cocamine	RXNorm
6848	C0939297    	colazal	RXNorm
6849	C0541155    	colesevelam	RXNorm
6850	C0719441    	colicon	RXNorm
6851	C0733103    	comtess	RXNorm
6852	C3273430    	condoliase	RXNorm
6853	C0939302    	congestaclear	RXNorm
6854	C0719489    	constulose	RXNorm
6855	C0591287    	contraflam	RXNorm
6856	C0590686    	coracten	RXNorm
6857	C0719506    	cordran	RXNorm
6858	C0600404    	corlopam	RXNorm
6859	C0699389    	cortef	RXNorm
6860	C1602385    	cortidex	RXNorm
6861	C0701510    	cortrosyn	RXNorm
6862	C0644117    	corvert	RXNorm
6863	C0701095    	cosmegen	RXNorm
6864	C0752175    	cotazym	RXNorm
6865	C4476290    	cramergesic	RXNorm
6866	C0719562    	crantex	RXNorm
6867	C1828855    	creomulsion	RXNorm
6868	C0719561    	cr-gtf	RXNorm
6869	C0719571    	crolom	RXNorm
6870	C3484462    	croscarmellose	RXNorm
6871	C3472752    	c-topical	RXNorm
6872	C0111318    	curosurf	RXNorm
6873	C2926697    	cuvposa	RXNorm
6874	C0010581    	cyclopenthiazide	RXNorm
6875	C2718951    	cycloset	RXNorm
6876	C0591311    	cyklokapron	RXNorm
6877	C1330171    	cyotic	RXNorm
6878	C0010637    	cystamine	RXNorm
6879	C0719601    	cysto-conray	RXNorm
6880	C0719605    	cytogam	RXNorm
6881	C0701307    	cytovene	RXNorm
6882	C1712036    	dacogen	RXNorm
6883	C0719656    	dallergy	RXNorm
6884	C2987605    	dalotuzumab	RXNorm
6885	C0206461    	dalteparin	RXNorm
6886	C0719658    	dandrex	RXNorm
6887	C0057135    	dantron	RXNorm
6888	C0591325    	daranide	RXNorm
6889	C0982111    	d-biotin	RXNorm
6890	C1262694    	deanase	RXNorm
6891	C0057233    	decamethrin	RXNorm
6892	C0248571    	dectomax	RXNorm
6893	C0043832    	deferiprone	RXNorm
6894	C1635211    	dentagel	RXNorm
6895	C0677882    	depocyt	RXNorm
6896	C1620460    	depodur	RXNorm
6897	C0590701    	deponit	RXNorm
6898	C0308789    	dermacool	RXNorm
6899	C0719769    	dermaflex	RXNorm
6900	C3643592    	dermal-soothe	RXNorm
6901	C0378366    	desirudin	RXNorm
6902	C2732176    	dexdomitor	RXNorm
6903	C2979939    	dexium	RXNorm
6904	C0011789    	dexol	RXNorm
6905	C0057621    	dextranomer	RXNorm
6906	C0057626    	dezocine	RXNorm
6907	C0719868    	dialyte	RXNorm
6908	C1161405    	diaphine	RXNorm
6909	C0012004    	diatrizoate	RXNorm
6910	C3645208    	dibutyldithiocarbamate	RXNorm
6911	C0301037    	dichlorobenzene	RXNorm
6912	C0057874    	diclazuril	RXNorm
6913	C0304612    	diflorasone	RXNorm
6914	C0012228    	diflunisal	RXNorm
6915	C1656480    	digex	RXNorm
6916	C0687706    	digibind	RXNorm
6917	C1703709    	digiter	RXNorm
6918	C0012271    	dihydralazine	RXNorm
6919	C0012294    	dihydroergotoxine	RXNorm
6920	C2742850    	dihydromyrcenol	RXNorm
6921	C1588614    	dilitiazem	RXNorm
6922	C0206816    	diloxanide	RXNorm
6923	C0719914    	dimaphen	RXNorm
6924	C0012390    	dimethindene	RXNorm
6925	C0058243    	dimethylacetamide	RXNorm
6926	C0013360    	diprophylline	RXNorm
6927	C0012757    	distigmine	RXNorm
6928	C0003166    	dithranol	RXNorm
6929	C1949350    	divigel	RXNorm
6930	C0719979    	dizac	RXNorm
6931	C2348308    	doconexent	RXNorm
6932	C0719984    	doc-q-lace	RXNorm
6933	C0719993    	doculax	RXNorm
6934	C3535835    	dodecylbenzenesulfonate	RXNorm
6935	C0701138    	dogmatil	RXNorm
6936	C0699201    	dolobid	RXNorm
6937	C1601762    	dologesic	RXNorm
6938	C0591400    	doloxene	RXNorm
6939	C0720027    	doss-relief	RXNorm
6940	C0013065    	dothiepin	RXNorm
6941	C0058716    	doxacurium	RXNorm
6942	C0043668    	doxercalciferol	RXNorm
6943	C1171426    	dozine	RXNorm
6944	C0720037    	dramoject	RXNorm
6945	C1171506    	dromoran	RXNorm
6946	C0058753    	dromostanolone	RXNorm
6947	C2241225    	d-tab	RXNorm
6948	C0306014    	duocet	RXNorm
6949	C2356029    	durezol	RXNorm
6950	C0720107    	dyclone	RXNorm
6951	C0591426    	dyspamet	RXNorm
6952	C3265666    	easotic	RXNorm
6953	C0699264    	easprin	RXNorm
6954	C3883383    	econtra	RXNorm
6955	C3249661    	eczemin	RXNorm
6956	C0594868    	edronax	RXNorm
6957	C1174995    	efalizumab	RXNorm
6958	C3273754    	efinaconazole	RXNorm
6959	C2961776    	egrifta	RXNorm
6960	C0306056    	eldertonic	RXNorm
6961	C3892966    	elepsia	RXNorm
6962	C1321612    	elestat	RXNorm
6963	C0720184    	emadine	RXNorm
6964	C0059052    	embelin	RXNorm
6965	C0720189    	emersal	RXNorm
6966	C0720190    	emgel	RXNorm
6967	C4534627    	emicizumab-kxwh	RXNorm
6968	C0678124    	eminase	RXNorm
6969	C1172566    	emodepside	RXNorm
6970	C1259670    	emtriva	RXNorm
6971	C0085251    	encainide	RXNorm
6972	C1602089    	encort	RXNorm
6973	C0699320    	endoxan	RXNorm
6974	C0728776    	enduron	RXNorm
6975	C2980990    	end-zit	RXNorm
6976	C1698752    	enjuvia	RXNorm
6977	C0699081    	enlon	RXNorm
6978	C0014310    	enoxacin	RXNorm
6979	C0116190    	enoximone	RXNorm
6980	C0017986    	enoxolone	RXNorm
6981	C0046519    	ensulizole	RXNorm
6982	C0939330    	entsol	RXNorm
6983	C3665251    	epaned	RXNorm
6984	C2961266    	epi-clenz	RXNorm
6985	C1330255    	epidrin	RXNorm
6986	C0116328    	epifoam	RXNorm
6987	C2927699    	eprinex	RXNorm
6988	C0253563    	eptifibatide	RXNorm
6989	C0591455    	equanil	RXNorm
6990	C2741129    	equell	RXNorm
6991	C0720255    	equilet	RXNorm
6992	C2936189    	ergostat	RXNorm
6993	C0591457    	erwinase	RXNorm
6994	C3248039    	erwinaze	RXNorm
6995	C0699349    	erycette	RXNorm
6996	C0699338    	erythrocin	RXNorm
6997	C0014838    	escin	RXNorm
6998	C0876025    	esclim	RXNorm
6999	C0014839    	esculin	RXNorm
7000	C4541136    	eskata	RXNorm
7001	C0662514    	estratab	RXNorm
7002	C0071108    	estropipate	RXNorm
7003	C0014968    	ethamsylate	RXNorm
7004	C0059693    	ethanethiol	RXNorm
7005	C0014987    	ethchlorvynol	RXNorm
7006	C0015025    	ethisterone	RXNorm
7007	C0701979    	ethrane	RXNorm
7008	C0015109    	ethylmorphine	RXNorm
7009	C0591467    	ethyol	RXNorm
7010	C0059868    	etofenamate	RXNorm
7011	C1456409    	etravirine	RXNorm
7012	C0015137    	etretinate	RXNorm
7013	C0059849    	etynodiol	RXNorm
7014	C4046838    	eucamint	RXNorm
7015	C2726945    	eudal	RXNorm
7016	C3153910    	euthasol	RXNorm
7017	C1256464    	evacalm	RXNorm
7018	C1636224    	excof	RXNorm
7019	C1964382    	extina	RXNorm
7020	C3464960    	fabior	RXNorm
7021	C0720364    	fam-colsof	RXNorm
7022	C0000477    	fampridine	RXNorm
7023	C2940357    	faststat	RXNorm
7024	C0060135    	felbamate	RXNorm
7025	C0728742    	felbatol	RXNorm
7026	C0877860    	felbinac	RXNorm
7027	C4294567    	femadrine	RXNorm
7028	C0720391    	fempatch	RXNorm
7029	C0720392    	femstat	RXNorm
7030	C0015837    	fenoprofen	RXNorm
7031	C1815322    	fentora	RXNorm
7032	C0876033    	feridex	RXNorm
7033	C0720409    	ferocon	RXNorm
7034	C1529907    	ferriprox	RXNorm
7035	C0117571    	ferrlecit	RXNorm
7036	C0720374    	fe-stool	RXNorm
7037	C1170273    	fetrin	RXNorm
7038	C0016016    	fibrinolysin	RXNorm
7039	C3892863    	filgrastim-sndz	RXNorm
7040	C0720448    	flatulex	RXNorm
7041	C0016245    	floctafenine	RXNorm
7042	C2342285    	flo-pred	RXNorm
7043	C0626217    	florical	RXNorm
7044	C0301547    	flumethiazide	RXNorm
7045	C0720479    	fluorescite	RXNorm
7046	C1170282    	fluorinse	RXNorm
7047	C1588059    	fluoron	RXNorm
7048	C0699375    	fluoroplex	RXNorm
7049	C3651948    	fluorosilicate	RXNorm
7050	C1659051    	folbic	RXNorm
7051	C2719825    	folitab	RXNorm
7052	C0720502    	foltrin	RXNorm
7053	C1176315    	fosamprenavir	RXNorm
7054	C0118168    	fosinopril	RXNorm
7055	C0700808    	funduscein	RXNorm
7056	C1996298    	fungicure	RXNorm
7057	C0720536    	fungi-nail	RXNorm
7058	C4237965    	fungisolve	RXNorm
7059	C1529011    	fungistat	RXNorm
7060	C0060879    	fusafungine	RXNorm
7061	C0056784    	gamma-cyclodextrin	RXNorm
7062	C0061081    	gamma-oryzanol	RXNorm
7063	C0728838    	gantrisin	RXNorm
7064	C0731149    	gastromax	RXNorm
7065	C2609648    	gelnique	RXNorm
7066	C0119029    	gelrite	RXNorm
7067	C0720634    	geneyes	RXNorm
7068	C3502823    	gentisate	RXNorm
7069	C0017507    	gestrinone	RXNorm
7070	C3264870    	giazo	RXNorm
7071	C3848667    	gleostine	RXNorm
7072	C0017641    	gliotoxin	RXNorm
7073	C0017845    	glutethimide	RXNorm
7074	C1170299    	glyquin	RXNorm
7075	C0699092    	g-myticin	RXNorm
7076	C4522700    	gocovri	RXNorm
7077	C2920337    	goniovisc	RXNorm
7078	C0720726    	guaiatussin	RXNorm
7079	C0018312    	guanabenz	RXNorm
7080	C4489851    	haegarda	RXNorm
7081	C2241278    	halflytely	RXNorm
7082	C0720808    	halog-e	RXNorm
7083	C0062097    	halometasone	RXNorm
7084	C0720811    	halotex	RXNorm
7085	C0720817    	haltran	RXNorm
7086	C0720819    	harmonyl	RXNorm
7087	C0243417    	hectorite	RXNorm
7088	C1700301    	hematogen	RXNorm
7089	C0018959    	hematoporphyrin	RXNorm
7090	C3464038    	hemril	RXNorm
7091	C0019142    	heparinoids	RXNorm
7092	C0720848    	hepatamine	RXNorm
7093	C1144059    	hepsera	RXNorm
7094	C0019223    	heptaminol	RXNorm
7095	C0731444    	herpid	RXNorm
7096	C0699410    	herplex	RXNorm
7097	C0020352    	hetastarch	RXNorm
7098	C0729216    	hexabrix	RXNorm
7099	C0062640    	hexamethyldisiloxane	RXNorm
7100	C0062686    	hexylcaine	RXNorm
7101	C0019497    	hexylresorcinol	RXNorm
7102	C0019519    	hibitane	RXNorm
7103	C1524027    	hibtiter	RXNorm
7104	C0678123    	hivid	RXNorm
